"BK_CLIENTE","COD_CLIENTE","LOJA_CLIENTE","NOME_CLIENTE","SEGMENTACAO_ATIVIDADE_1","INSTANCIA"
"P |01|SA1T10|D MG|FIN43601","FIN436","01","FIN LGPD INSS SEM CPF                   ","      ","01"
"P |01|SA1T10|D MG|FIN43602","FIN436","02","FIN LGPD INSS COM CPF                   ","      ","01"
"P |01|SA1T10|D MG|FIN44001","FIN440","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN44101","FIN441","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN44501","FIN445","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN44701","FIN447","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN45001","FIN450","01","PADRAO CLI 450                          ","      ","01"
"P |01|SA1T10|D MG|FIN45101","FIN451","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN45201","FIN452","01","CLIENTE PADRAO FIN452                   ","      ","01"
"P |01|SA1T10|D MG|FIN45501","FIN455","01","CLIENTE TESTE FINA460                   ","      ","01"
"P |01|SA1T10|D MG|FIN45601","FIN456","01","CLIENTE PADRAO PADRAO PADRAO PADRAO PADR","      ","01"
"P |01|SA1T10|D MG|FIN45701","FIN457","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN45801","FIN458","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN45901","FIN459","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN46001","FIN460","01","CLIENTE TESTE FINA460                   ","      ","01"
"P |01|SA1T10|D MG|FIN46101","FIN461","01","CLIENTE FINA460 CT153                   ","      ","01"
"P |01|SA1T10|D MG|FIN46201","FIN462","01","CLIENTE C/ ISS (ISSUE 16921             ","      ","01"
"P |01|SA1T10|D MG|FIN46301","FIN463","01","CLIENTE S/ IMP ISSUE 14125              ","      ","01"
"P |01|SA1T10|D MG|FIN46401","FIN464","01","DME CT008                               ","      ","01"
"P |01|SA1T10|D MG|FIN46501","FIN465","01","CLIENTE IR PCC EMISSAO                  ","      ","01"
"P |01|SA1T10|D MG|FIN46601","FIN466","01","CLIENTE IR EMISSAO                      ","      ","01"
"P |01|SA1T10|D MG|FIN46701","FIN467","01","CLIENTE LCDPR                           ","      ","01"
"P |01|SA1T10|D MG|FIN46801","FIN468","01","TESTE BASE REDUZIDA                     ","      ","01"
"P |01|SA1T10|D MG|FIN50001","FIN500","01","CLIENTE TESTE FINA460                   ","      ","01"
"P |01|SA1T10|D MG|FIN50101","FIN501","01","J                                       ","      ","01"
"P |01|SA1T10|D MG|FIN50201","FIN502","01","CLIENTE FINC040 - CT006                 ","      ","01"
"P |01|SA1T10|D MG|FIN50301","FIN503","01","CLIENTE FINA150 - CT003                 ","      ","01"
"P |01|SA1T10|D MG|FIN50401","FIN504","01","CLIENTE FINA040 CT160                   ","      ","01"
"P |01|SA1T10|D MG|FIN50501","FIN505","01","CLIENTE A040DUPREC PE CT001             ","      ","01"
"P |01|SA1T10|D MG|FIN50601","FIN506","01","CLIENTE IR EMISSAO                      ","      ","01"
"P |01|SA1T10|D MG|FIN51001","FIN510","01","CLIENTE TESTE FINA070 CT140             ","      ","01"
"P |01|SA1T10|D MG|FIN51201","FIN512","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN51301","FIN513","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN51501","FIN515","01","CLIENTE FIN BX MOEDA 2 DESCONTO         ","      ","01"
"P |01|SA1T10|D MG|FIN52001","FIN520","01","CLIENTE TESTE SUBSTITUICAO PR           ","      ","01"
"P |01|SA1T10|D MG|FIN54001","FIN540","01","TESTE QUERY FINA070                     ","      ","01"
"P |01|SA1T10|D MG|FIN55001","FIN550","01","CLIENTE F100 C. RECEBER                 ","      ","01"
"P |01|SA1T10|D MG|FIN56001","FIN560","01","CLIENTE TST EXCLUSAO                    ","      ","01"
"P |01|SA1T10|D MG|FIN56101","FIN561","01","CT261 FINA070                           ","      ","01"
"P |01|SA1T10|D MG|FIN57701","FIN577","01","CLIENTE COMISSAO BX                     ","      ","01"
"P |01|SA1T10|D MG|FIN58701","FIN587","01","J                                       ","      ","01"
"P |01|SA1T10|D MG|FIN58901","FIN589","01","FIN 589                                 ","      ","01"
"P |01|SA1T10|D MG|FIN59001","FIN590","01","CT053 FINA590 - PCC E IR BAIXA          ","      ","01"
"P |01|SA1T10|D MG|FIN60001","FIN600","01","CLIENTE COMISSAO BX NA FOLHA            ","      ","01"
"P |01|SA1T10|D MG|FIN60701","FIN607","01","CLIENTE PJ - PCC IR BX                  ","      ","01"
"P |01|SA1T10|D MG|FIN62001","FIN620","01","TESTE FINA620                           ","      ","01"
"P |01|SA1T10|D MG|FIN62201","FIN622","01","CLIENTE TESTE FINC022                   ","      ","01"
"P |01|SA1T10|D MG|FIN62801","FIN628","01","F                                       ","      ","01"
"P |01|SA1T10|D MG|FIN63001","FIN630","01","CLIENTE DE TESTES DESDOBRAMENTO         ","      ","01"
"P |01|SA1T10|D MG|FIN63101","FIN631","01","FIN 631 PCC + IR                        ","      ","01"
"P |01|SA1T10|D MG|FIN63201","FIN632","01","CLIENTE CARTA DE COBRANCA               ","      ","01"
"P |01|SA1T10|D MG|FIN63301","FIN633","01","DSERFINR-26091                          ","      ","01"
"P |01|SA1T10|D MG|FIN63701","FIN637","01","CLIENTE ESTORNO CMP CP                  ","      ","01"
"P |01|SA1T10|D MG|FIN70001","FIN700","01","CLIENTE SIMPLES FINANCEIRO              ","      ","01"
"P |01|SA1T10|D MG|FIN71001","FIN710","01","CLIENTE TESTES PROVISORIOS              ","      ","01"
"P |01|SA1T10|D MG|FIN73001","FIN730","01","CLIENTE ORCADO X REAL ANO               ","      ","01"
"P |01|SA1T10|D MG|FIN75001","FIN750","01","CLIENTE TESTE SCRIPT AUTO FINR750       ","      ","01"
"P |01|SA1T10|D MG|FIN77101","FIN771","01","FINA330                                 ","      ","01"
"P |01|SA1T10|D MG|FIN79101","FIN791","01","CLIENTE PARA FATURAS DE HOTEL           ","      ","01"
"P |01|SA1T10|D MG|FIN80001","FIN800","01","CLIENTE PJ IR EMISSAO                   ","      ","01"
"P |01|SA1T10|D MG|FIN80101","FIN801","01","CLIENTE IR EMISSAO PJ                   ","      ","01"
"P |01|SA1T10|D MG|FIN80201","FIN802","01","CLIENTE JURIDICO SEM IMPOSTOS           ","      ","01"
"P |01|SA1T10|D MG|FIN81101","FIN811","01","CLIENTE CARTA DE COBRANCA EMAIL         ","      ","01"
"P |01|SA1T10|D MG|FIN81201","FIN812","01","CLIENTE CARTA COBRANCA EMAIL            ","      ","01"
"P |01|SA1T10|D MG|FIN81301","FIN813","01","CLIENTE CARTA DE COBRANCA IMPRESSA      ","      ","01"
"P |01|SA1T10|D MG|FIN81401","FIN814","01","CLIENTE CARTA DE COBRANCA IMPRESSAO     ","      ","01"
"P |01|SA1T10|D MG|FIN85501","FIN855","01","FINC010 RA                              ","      ","01"
"P |01|SA1T10|D MG|FIN85601","FIN856","01","FIN ISSUE R 14856                       ","      ","01"
"P |01|SA1T10|D MG|FIN85801","FIN858","01","FIN TODOS IMPOSTOS                      ","      ","01"
"P |01|SA1T10|D MG|FIN87A01","FIN87A","01","FINA087 - RECEBIMENTOS DIVERSOS         ","      ","01"
"P |01|SA1T10|D MG|FIN88801","FIN888","01","FIN TODOS IMP FINA460                   ","      ","01"
"P |01|SA1T10|D MG|FIN89901","FIN899","01","CLIENTE PCC + IRRF BX MOTOR DE RETENCAO ","      ","01"
"P |01|SA1T10|D MG|FIN90001","FIN900","01","NATUREZA PCC LEGADO + IRRF MOTOR        ","      ","01"
"P |01|SA1T10|D MG|FIN90101","FIN901","01","CLIENTE INSS BAIXA MOTOR                ","      ","01"
"P |01|SA1T10|D MG|FIN90201","FIN902","01","CLIENTE PCC+IRRF+INSS MOTOR             ","      ","01"
"P |01|SA1T10|D MG|FIN90301","FIN903","01","CLIENTE PCC LEGADO + INSS BAIXA         ","      ","01"
"P |01|SA1T10|D MG|FIN90401","FIN904","01","FINA200 MOTOR PCC + IR BX               ","      ","01"
"P |01|SA1T10|D MG|FIN90501","FIN905","01","FINA200 LEGADO PCC + IRRF BX            ","      ","01"
"P |01|SA1T10|D MG|FIN90601","FIN906","01","LEGADO PCC + IRRF BX                    ","      ","01"
"P |01|SA1T10|D MG|FIN90701","FIN907","01","FIN907 - ESTORNO FINA110                ","      ","01"
"P |01|SA1T10|D MG|FIN93201","FIN932","01","Cliente Vendedor 100% na baixa          ","      ","01"
"P |01|SA1T10|D MG|FIN93301","FIN933","01","FINCXSIMP 1                             ","      ","01"
"P |01|SA1T10|D MG|FIN93401","FIN934","01","FINA061 IR CODRET                       ","      ","01"
"P |01|SA1T10|D MG|FIN94001","FIN940","01","CLIENTE TESTE FINA940                   ","      ","01"
"P |01|SA1T10|D MG|FIN95101","FIN951","01","CLIENTE FIN951 - FINR140                ","      ","01"
"P |01|SA1T10|D MG|FIN95201","FIN952","01","CLI FINA330 20439                       ","      ","01"
"P |01|SA1T10|D MG|FIN95401","FIN954","01","CLIENTE                                 ","      ","01"
"P |01|SA1T10|D MG|FIN95501","FIN955","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN95601","FIN956","01","CLIENTE PADRAO                          ","      ","01"
"P |01|SA1T10|D MG|FIN95701","FIN957","01","CLIENTE FIN957                          ","      ","01"
"P |01|SA1T10|D MG|FIN95801","FIN958","01","CLIENTE FIN958                          ","      ","01"
"P |01|SA1T10|D MG|FIN95901","FIN959","01","CLIENTE FIN959                          ","      ","01"
"P |01|SA1T10|D MG|FIN96001","FIN960","01","CLIENTE FIN960                          ","      ","01"
"P |01|SA1T10|D MG|FIN96101","FIN961","01","FINA330 CT274                           ","      ","01"
"P |01|SA1T10|D MG|FIN99901","FIN999","01","CLIENTE FIN IR BX                       ","      ","01"
"P |01|SA1T10|D MG|FINA0101","FINA01","01","CLIENTE JURIDICO COM IRF NA BAIXA       ","      ","01"
"P |01|SA1T10|D MG|FINA0201","FINA02","01","CLIENTE JURIDICO TODOS OS IMPOSTOS EMISS","      ","01"
"P |01|SA1T10|D MG|FINA0301","FINA03","01","CLIENTE JURIDICO - RECOLHE IR           ","      ","01"
"P |01|SA1T10|D MG|FINA0401","FINA04","01","CLIENTE JURIDICO COM ISS                ","      ","01"
"P |01|SA1T10|D MG|FINA0501","FINA05","01","CLIENTE JURIDICO COM TODOS IMPOSTOS     ","      ","01"
"P |01|SA1T10|D MG|FINA0601","FINA06","01","CLIENTE JURIDICO PCC LEG IR MOTOR       ","      ","01"
"P |01|SA1T10|D MG|FINA0701","FINA07","01","CLIENTE JURIDICO SEM IMPOSTOS           ","      ","01"
"P |01|SA1T10|D MG|FINA4001","FINA40","01","CLIENTE JURIDICO SEM IMPOSTOS           ","      ","01"
"P |01|SA1T10|D MG|FINA4501","FINA45","01","FINA45 - PESSOA JURIDICA                ","      ","01"
"P |01|SA1T10|D MG|FINAA101","FINAA1","01","AA1                                     ","      ","01"
"P |01|SA1T10|D MG|FINAA202","FINAA2","02","AA2                                     ","      ","01"
"P |01|SA1T10|D MG|FINC0101","FINC01","01","TODOS IMP E                             ","      ","01"
"P |01|SA1T10|D MG|FINC0201","FINC02","01","TODOS IMP E                             ","      ","01"
"P |01|SA1T10|D MG|FINC0301","FINC03","01","ISS INSS IRRF                           ","      ","01"
"P |01|SA1T10|D MG|FINC0401","FINC04","01","PCC ISS CP                              ","      ","01"
"P |01|SA1T10|D MG|FINC0501","FINC05","01","INSS PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC0601","FINC06","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC0701","FINC07","01","SO ISS                                  ","      ","01"
"P |01|SA1T10|D MG|FINC0801","FINC08","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC0901","FINC09","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC1001","FINC10","01","TODOS IMP                               ","      ","01"
"P |01|SA1T10|D MG|FINC1101","FINC11","01","IRRF S/VLR MIN                          ","      ","01"
"P |01|SA1T10|D MG|FINC1201","FINC12","01","IRRF S/VLR MIN                          ","      ","01"
"P |01|SA1T10|D MG|FINC1701","FINC17","01","PCC IRRF                                ","      ","01"
"P |01|SA1T10|D MG|FINC1801","FINC18","01","IRRF ISS                                ","      ","01"
"P |01|SA1T10|D MG|FINC1901","FINC19","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC2101","FINC21","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC2201","FINC22","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC2301","FINC23","01","ISS CP                                  ","      ","01"
"P |01|SA1T10|D MG|FINC2401","FINC24","01","CLIENTE SEM IMPOSTOS                    ","      ","01"
"P |01|SA1T10|D MG|FINC2501","FINC25","01","SIMPLES                                 ","      ","01"
"P |01|SA1T10|D MG|FINC2601","FINC26","01","TODOS IMP                               ","      ","01"
"P |01|SA1T10|D MG|FINC2701","FINC27","01","SIMPLES                                 ","      ","01"
"P |01|SA1T10|D MG|FINC2801","FINC28","01","CLIENTE IR E PCC BAIXA                  ","      ","01"
"P |01|SA1T10|D MG|FINC2901","FINC29","01","SO ISS                                  ","      ","01"
"P |01|SA1T10|D MG|FINC3001","FINC30","01","PF IRRF ISS                             ","      ","01"
"P |01|SA1T10|D MG|FINC3101","FINC31","01","PF INSS                                 ","      ","01"
"P |01|SA1T10|D MG|FINC3201","FINC32","01","PCC IRRF MINIRF=SIM                     ","      ","01"
"P |01|SA1T10|D MG|FINC3301","FINC33","01","PCC IRRF MINIRF=SIM                     ","      ","01"
"P |01|SA1T10|D MG|FINC341","FINC34","1 ","PCC IRRF                                ","      ","01"
"P |01|SA1T10|D MG|FINC3501","FINC35","01","PF INSS IRRF                            ","      ","01"
"P |01|SA1T10|D MG|FINC3601","FINC36","01","ISS PCC IRRF                            ","      ","01"
"P |01|SA1T10|D MG|FINC3701","FINC37","01","PF IRRF                                 ","      ","01"
"P |01|SA1T10|D MG|FINC3801","FINC38","01","SO IRRF                                 ","      ","01"
"P |01|SA1T10|D MG|FINC3901","FINC39","01","ISS CP                                  ","      ","01"
"P |01|SA1T10|D MG|FINC4001","FINC40","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC4101","FINC41","01","SO PCC                                  ","      ","01"
"P |01|SA1T10|D MG|FINC4201","FINC42","01","PF INSS IRRF                            ","      ","01"
"P |01|SA1T10|D MG|FINC4301","FINC43","01","PCC ISS CP                              ","      ","01"
"P |01|SA1T10|D MG|FINC4401","FINC44","01","INSS                                    ","      ","01"
"P |01|SA1T10|D MG|FINC4501","FINC45","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC4601","FINC46","01","INSS IRRF PCC                           ","      ","01"
"P |01|SA1T10|D MG|FINC4701","FINC47","01","IRRF                                    ","      ","01"
"P |01|SA1T10|D MG|FINC4801","FINC48","01","ISS PCC                                 ","      ","01"
"P |01|SA1T10|D MG|FINC4901","FINC49","01","IRRF                                    ","      ","01"
"P |01|SA1T10|D MG|FINC5001","FINC50","01","INSS                                    ","      ","01"
"P |01|SA1T10|D MG|FINC5101","FINC51","01","PCC COMIS                               ","      ","01"
"P |01|SA1T10|D MG|FINC5201","FINC52","01","IRRF ISS                                ","      ","01"
"P |01|SA1T10|D MG|FINC5301","FINC53","01","IRRF ISS COMIS                          ","      ","01"
"P |01|SA1T10|D MG|FINC5401","FINC54","01","PF IRRF INSS                            ","      ","01"
"P |01|SA1T10|D MG|FINC5501","FINC55","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC5601","FINC56","01","PCC                                     ","      ","01"
"P |01|SA1T10|D MG|FINC5701","FINC57","01","ISS COMIS                               ","      ","01"
"P |01|SA1T10|D MG|FINC5801","FINC58","01","SO PCC                                  ","      ","01"
"P |01|SA1T10|D MG|FINC5901","FINC59","01","SO IRRF                                 ","      ","01"
"P |01|SA1T10|D MG|FINC6001","FINC60","01","IRRF BX                                 ","      ","01"
"P |01|SA1T10|D MG|FINC6101","FINC61","01","IRRF BX                                 ","      ","01"
"P |01|SA1T10|D MG|FINC6201","FINC62","01","ISS                                     ","      ","01"
"P |01|SA1T10|D MG|FINC6301","FINC63","01","ISS                                     ","      ","01"
"P |01|SA1T10|D MG|FINC6401","FINC64","01","IRRF PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC6501","FINC65","01","INSS PCC                                ","      ","01"
"P |01|SA1T10|D MG|FINC6601","FINC66","01","SOMENTE IRRF EMISS                      ","      ","01"
"P |01|SA1T10|D MG|FINC6701","FINC67","01","PCC IRRF BX                             ","      ","01"
"P |01|SA1T10|D MG|FINC6801","FINC68","01","PCC                                     ","      ","01"
"P |01|SA1T10|D MG|FINC6901","FINC69","01","IRRF E PCC                              ","      ","01"
"P |01|SA1T10|D MG|FINC7001","FINC70","01","SIMPLES                                 ","      ","01"
"P |01|SA1T10|D MG|FINC7101","FINC71","01","CLIENTE SIMPLES RAZAO SOCIAL COMPLETA   ","      ","01"
"P |01|SA1T10|D MG|FINC7201","FINC72","01","NOME COMPLETO PF                        ","      ","01"
"P |01|SA1T10|D MG|FINC7301","FINC73","01","IRRF EMIS                               ","      ","01"
"P |01|SA1T10|D MG|FINC7401","FINC74","01","CLIENTE COMISS                          ","      ","01"
"P |01|SA1T10|D MG|FINC7501","FINC75","01","POSICAO DE TITULOS A RECEBER FINC010    ","      ","01"
"P |01|SA1T10|D MG|FINC7601","FINC76","01","PRODUTOR RURAL FUNRURAL                 ","      ","01"
"P |01|SA1T10|D MG|FINC7701","FINC77","01","CLIENTE PADRAO FINR190                  ","      ","01"
"P |01|SA1T10|D MG|FINCLI01","FINCLI","01","CLIENTE TESTE FINANCEIRO                ","      ","01"
"P |01|SA1T10|D MG|FINCMP01","FINCMP","01","SEM IMP CMP CART                        ","      ","01"
"P |01|SA1T10|D MG|FINGRV01","FINGRV","01","CLIENTE FINR138 GRV                     ","      ","01"
"P |01|SA1T10|D MG|FINIMP01","FINIMP","01","TODOS IMP CR                            ","      ","01"
"P |01|SA1T10|D MG|FINL7401","FINL74","01","CLIENTE TESTE VA RELATORIO ACORDOS LIQ  ","      ","01"
"P |01|SA1T10|D MG|FINL7501","FINL75","01","SEM IMPOSTOS VA                         ","      ","01"
"P |01|SA1T10|D MG|FINM0101","FINM01","01","CLIENTE JURIDICO COM IR PELO MOTOR RETEN","      ","01"
"P |01|SA1T10|D MG|FINM0201","FINM02","01","CLIENTE COM IMPOSTOS NO MOTOR NA EMISSAO","      ","01"
"P |01|SA1T10|D MG|FINM0301","FINM03","01","CLIENTE JURIDICO COM RECOLHIMENTO DE FUN","      ","01"
"P |01|SA1T10|D MG|FINM0401","FINM04","01","CLIENTE JURIDICO COM ISS NO MOTOR       ","      ","01"
"P |01|SA1T10|D MG|FINM0501","FINM05","01","CLIENTE JURIDICO TODOS IMPOSTOS BAIXA MT","      ","01"
"P |01|SA1T10|D MG|FINM0601","FINM06","01","CLIENTE JURIDICO IR LEG E PCC MOT BAI   ","      ","01"
"P |01|SA1T10|D MG|FINM0701","FINM07","01","CLIENTE PCC + IRRF MOTOR BX             ","      ","01"
"P |01|SA1T10|D MG|FINM0801","FINM08","01","CLIENTE PCC LEGADO + IRRF MOTOR BX      ","      ","01"
"P |01|SA1T10|D MG|FINM0901","FINM09","01","CLIENTE INSS MOTOR DE RETENCAO          ","      ","01"
"P |01|SA1T10|D MG|FINM1001","FINM10","01","CLIENTE PCC+IRRF+INSS MOTOR             ","      ","01"
"P |01|SA1T10|D MG|FINP0303","FINP03","03","3                                       ","      ","01"
